,comment_text,label,party
182,Just watching the tv and they are discussing swimming pools closing due to rising costs. This is with the backdrop that the energy companies are being allowed to make obscene profits. How does the Government condone this. Appalling 😡  ,0,conservatives
183,"Turned the TV on this morning and he was on BBC1, only heard him wittering on for about 10 seconds before turning over as I’d started to nod off 😴 ",0,conservatives
184,"😂😂😂😂
the man is a numpty but thankfully he’s not in power and therefore not responsible for the absolute mess we are in

one day your gonna halve inflation (indeed predict 2.5%at end of the year) next day inflation rises 😂😳

One day were living longer
the next day were not

Scooby doo is less confused

rather than wasting time slagging someone who should have absolutely no chance of entering number 10
sort the complete mess you have made so far ",0,conservatives
185,The portrait of Maggie is unfortunately reminiscent of her puppet in Spitting Image! I say this as a huge fan. 😊🇬🇧 ,2,conservatives
186,"It's been like watching the movie ""Brewsters Millions"" watching you clowns 🤡🤡 deliberately trying to bring our lovely country to it's knees.  ",0,conservatives
187,Happy Easter 🐣 ,2,conservatives
188,The last on the list is stopping the boats. 😡  ,0,conservatives
189,"The clowns are running the circus, what could possibly go wrong ….. oh hang on a minute it already has 🤦 ",0,conservatives
190,👍👍👍👍👍👍👍👏👏👏👏👏👏  ,2,conservatives
191,"🤣🤣🤣 I live in a land 🌎 that white people stole and still control by armed force🔫?

Who asked the Europeans 🧑‍🤝‍🧑 to invade in the first place?

White People are still trying to disarm us minorites in the US, while trying to force vaccine mandates on our children?

Why would any minority want to live in Canada🇨🇦 Australia🇦🇺, New Zealand🇳🇿 or the UK🇬🇧where the White Supremacy still rules by armed force upon our children with their vaccine mandates, confining people to their homes, and denial of their human 👫 rights to armed 🔫 self-defense?

😂https://
youtube.com/
shorts/
FqI2O1lQ4EQ?feat
ure=share ",0,libdems
192,Higher fines for graffiti and fly tippers! And how do you suppose you will catch them🤷🏻‍♀️ and I’ve been reporting antisocial behaviour for over 13 years! And nothing has been done about my rubbish neighbours having parties at 4 o’clock in the morning and selling drugs outside my house!!  ,0,conservatives
193,Islington will be a laugh if you know who stands as a independent that's the only seat that matters now 🤣🤣🤣  ,0,labour
194,How are the waiting lists 🤔are they going down by any chance 🤔🤔🤔  ,1,conservatives
195,Key word in the latest half truth is payroll. Overall figure incl self employed is down 👇...the very thing that successive Conservative Govs pushed. Work for yourself ..be your own boss ..work hard reap the rewards ...hence the huge drop in NI contributions based on class 2 contributions. But hey ho ..  ,1,conservatives
196,I hate the scam door knockers as well. Had one the other day stood there telling lie after lie! I think he was from erm what’s it called🤔. Oh yes the Labour Party!  ,0,labour
197,"🔶🟡 Junior Doctors’ Strike:
Recall Parliament
🟡 Thousands of operations are set to be cancelled and patients’ lives could be put at risk because of the government’s failure to resolve the four-day junior doctors strike this week.
🟡 By refusing to talk to junior doctors, Steve Barclay is putting our NHS and thousands of patients at unnecessary risk. We need to recall Parliament so Conservative Ministers can be held to account over this sudden refusal to engage in talks.
🟡 The Government needs to get round the table immediately to resolve this impending crisis facing our NHS. NHS staff deserve a fair deal but this Health Secretary has slammed the door on urgent talks. ",1,libdems
198,"End of Tories soon…It’s time to finish this ultimate dirty, corrupt, sleazy, racist, misleading, dodgy crime syndicate which has been destroying UK for past 13 years. It’s clear that this draconian regime should not be allowed just one more day..#ToriesOutNow 😡😡😡  ",0,conservatives
199,Kristy Lea Sharp your favourite day and favourite party 🏴󠁧󠁢󠁷󠁬󠁳󠁿  ,2,conservatives
200,"So basically an oppressed dictating country.
Labour needs to strongly re word their words as they are sounding like a terrible dictatorship.
I understand criminals need to be dealt with but the termology here comes across as do as I say or face punishment.
This lot would probably bring hanging back, wouldn't surprise me at all.
We don't want ordering about or putting the fear of god in us, this is the 21st century for god sake.
Hung parliament is the best we can hope for now until we get rid of the 2 party right wing system.
Vote for smaller parties until these lot of tories get the message. 😡😡  ",0,labour
201,What utter 💩comes out of Tory mouths ,0,conservatives
202,"Labour celebrating with the Jewish community, I call 🐄 💩  ",0,labour
203,"Just watching the news.
You seem to have a lot of inquiries going on.
😂  ",0,conservatives
204,Happy Orthodox Easter ⛪ ,2,labour
205,If you reverse this how will it benefit anyone ? It won’t at all 🤣🤣🤣 ,0,labour
206,😔😟  ,0,libdems
207,LOL. We’ll be out talking about your 5 priorities too. But our messaging will be ever so slightly different to yours 😄😄 ,0,conservatives
208,Another feeble attempt at twisting the truth 🤣 ,0,labour
209,Thank you so very much 👏👏 ,2,conservatives
210,"You taught Sadiq Khan all he knows then, how safe are his streets...🤡s ",0,labour
211,Cos an extra £5billion spent makes enemy nukes blow up more gently 👌 ,1,conservatives
212,"There is nothing that would make me want to vote for “sir” Starmer.. after 39 years as a labour voter 🤷‍♂️ he’s a Tory in a red tie :. I would vote for the devil himself to get the Tories out ,, but he doesn’t represent working people 😞 best of a corrupt bunch  ",0,labour
213,Can not believe that people actually voted for this government now we all reap what's been sown 👎👎  ,0,labour
214,I'll keep the shovel by the door then 👌👌  ,1,conservatives
215,I don't even think Torbay has one..I've not heard anyway 😅 ,0,labour
216,"If anyone can sort out The appointment system at GP surgeries then you’ll get my vote. I just waited 1month to see the asthma nurse! 3 weeks to see a Dr 🤷🏼‍♂️🤷🏼‍♂️
  ",0,labour
217,Am sure Martin Forde and everyone else will see what a 'wonderful unracist lover of all people you are.... 🤮 ,0,labour
218,Happy Easter everyone! 🐣 ,2,libdems
219,Brilliant 👏 but giving France more money is ridiculous ,2,conservatives
220,Completely and utterly useless!🤦‍♂️  ,0,conservatives
221,"People want more social housing , not wind turbines and solar panels. 😩  ",0,labour
222,"Michele Rowe
I know what I am talking about because I witness them do it and I can see the difference.
As an ex-employee I see these people increase the cost of product in the supermarket and install cameras to monitor us all especially those that thru employ them to dislike.

This people are been employed and are been paid.

So don’t think 🤔 that you know what I am saying.

Even some of these doctors and nurse play political games!!.

As an unpaid caregiver I have seen it all and I know what people don’t know even before the covid.

How did the covid come about!!. ",1,labour
223,What about reopening local close police station's?😇  ,2,labour
224,"Sounds like Mr Starmer is for turning. Please, Please, Please, if there is a change of government let it be the Reform Party with their lady, Ann Widdecombe she is definitely not for turning!! 😎👍 ",2,conservatives
225,Go visit Wales. Run for over 20 years by Labour then let’s talk about fly tipping and rubbish!! Let’s also talk about the NHS🤯 ,1,labour
226,"Oh, I never knew he lead the CPS. 😂  ",0,labour
227,😅🤣😅 We've seen the calibre of misfit who votes lib dumb along with the lack lustre fools you vote for. A none party of nobody's going nowhere  ,0,libdems
228,😰  ,1,libdems
229,Well Starmer that’s a lie to begin with 😡  ,0,labour
230,Just appears to be a bit conservative for me 🤔 ,1,labour
231,Talking about the streets…..any plans to help the homeless at all? These policy announcements are white noise designed to appeal to the anger and frustration of people. You offer zero meaningful change. That’s probably why you’ve struggled to scrape together candidates for the local elections 😘  ,0,labour
232,Fancy that... A bully bullying a bully... 🤣  ,0,labour
233,"How about tackling the route cause!!!! which is always poverty, caused by this government and lots of people with sir in their name 🥺  1 ",1,labour
234,This statement has all the elements of someone trying to defraud their insurance company 😂 ,0,labour
235,"I mean, this is bad, but of all the things the Tories have done I don’t think this would be top of my publicity campaign 😂 ",0,labour
236,"Yeah so stop it and let the sewage back-up into peoples homes instead - You
F🤬KWITS  ",0,libdems
237,"Why are people laughing at this? What's so funny about fixing the GP system? Hmmmm? 🤔 Yeah it's not as easily said or done as this post makes it seem and there's a lot of work... If you want to fix the NHS, the GP system should be one of if not the first item on the agenda. Fix this and you reduce people's need to go to hospitals for things they shouldn't be going to the hospital with, this reduces the stress on our hospitals, reducing queues and wait times... It's not hard to work out!!! The state of the NHS, which the Tory's are directly responsible for, is no laughing matter 😞  ",2,labour
238,Labour are exactly the same under Starmer...... Give me a petition to get rid of the Starmer lot and I will sign it😜 ,1,labour
239,"Yeah, if you could actually stop them some time soon instead of talking about “needing to stop them”, that would be great. 👍 ",1,conservatives
240,"Don't blame the Doctors,Nurses etc.
Blame the TORY govt who have brought the NHS to its knees ,despite the best efforts of its dedicated staff 😠🤬 ",2,labour
241,☘️☘️🇬🇧🇬🇧  ,2,conservatives
242,"PLEASE FOR GOODNESS SAKE Wake up Britain💥 🇬🇧🇪🇺☀️!
Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡
Nasty Joker Johnson and his rich millionaire toadies are ALL bluster and NO action ! They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡
How can anyone support these lying cheating Tories after their Russian involvement has been exposed ? ! 🤡🤡🤡
The gagged BRITISH BREXIT CORPN (BBC) say nothing ! 🤡
Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦
Rejoin the EU 🇬🇧🇪🇺🌟  ",0,libdems
243,Before or after the 40 new hospitals? Although I see you managed to stop the boats at the weekend. Well the ones leaving Dover. 😂😂  ,0,conservatives
244,"Then when your unions decide to strike the staff, what happens then? Oh the lights go out 😂😂  ",0,labour
245,This government has broken this country 🤬  ,0,conservatives
246,"🟦🟦🟦🟦 🔹
🟦🟦🟦🟦🟦 🔷
🔷🔹🔷🔹🔷
🟦🔹🔷🔷🔹
🔹🔷🟦🔷🔹🔹🔹
BLUE WALL IS COLL 🔷 PSING 🔷🔹🟦
Lots of gains, from the Tories, for the Lib Dems. Parliamentary By-election victories in Chesham and Amersham, North Shropshire and now Tiverton and Honiton. Local wins include Somerset Council in the South West. Lib Dems have gained HULL from Labour.
Tories are panicking and the multiple attacks in the Lib Dems in their election broadcast. And now their Chairman Oliver Dowdon has walked the plank. 🏂 54 resignations later, Johnson and Truss have gone.
🔶🧡Yes we did set the scene.🔶🧡 ",1,libdems
247,"😡😲😲😲The Met Police failure to protect young girls !!!#HOW #DARE #YOU Rotherham , Telford etc #WHERE #WERE #YOU for them #GIRLS 😡 ",0,labour
248,"Labour!! You have lost so many voters now, I had voted Labour for over 50 years. But NEVER again, Labour is a disgrace to the working class under SIR?? FAKE LYING HYPOCRITE STARMER!! Shame on you!!😡😡 ",0,labour
249,"Yes because you lot won't give decent pay rises after 12 years of stagnant wages, a cost of living crisis and people are waking up that unions are on workers side, not this government. 😑 ",0,conservatives
250,Bring back supertax for the rich be a good start get some of the money back in the countries coffers you lot lost or stole 😂 ,0,conservatives
251,"Alba Party Leader and Former First Minister of Scotland, Alex Salmond's statement on Nicola Sturgeon's resignation 👇

Commenting on Nicola Sturgeon’s resignation former First Minister Alex Salmond said:
“There has been no question of Nicola’s talents as a first rate political communicator and election winner and having been there I feel for her personally on the day of her resignation.

Read More
https://
www.facebook.com
/
scotland.scottis
h.1/posts/
pfbid02K7vJgJVhe
W3XkqCmpcjVBg3w
UTWbs1VuFKYkm73
3kVqkuYzCbqN35D
cob9yPCumSl ",1,conservatives
252,👍  ,2,labour
253,The comments on here are totally DAMNING for this shower of a government and its dysfunctional 'party'..... 🤔  ,1,conservatives
254,"Dear Labour Party,

How on earth do you seriously think you can maintain this pledge when retention is the issue, particularly amongst newly qualified GPs?

Perhaps you should focus less on meaningless sound bites and more on an actual solution, that doesn’t involve removing the independent contractor status of GP partners as per Wes Streeting’s deepest desire!

Just a thought 👍🏾 ",0,labour
255,"Mr Rich having a good time with commons, Drama.😜 ",1,conservatives
256,What?! Strikers are the public you lunatic truth twisters. Solidarity ✊ ,2,conservatives
257,Rishi OUR PRIORITIES for U.K bright and blessed future 🙏 ,2,conservatives
258,Dianne Abbott for prime minister 😂 ,1,conservatives
259,"You caused inflation
You crashed the economy
You got us into debt
You caused the waiting list’s
And I forget how many times you have talked about stopping the boats ☹️ ",0,conservatives
260,She said what so many people are thinking 👍  ,2,labour
261,☘️ Proud to be a paddy. ☘️  ,2,conservatives
262,This country is a soft touch joke and all the governments are as bad as each other 🙄 ,0,conservatives
263,"You didn’t protect white English girls against Islamic grooming gangs , stop the bull💩 , the Tories are horrendous but you are no better🤢🤢🤮 ",0,labour
264,Happy Passover to all our Jewish community enjoy the celebrations 🙏♥️  ,2,conservatives
265,"We want to ' Build a Better Britain ' without Socialist Labour at the helm ........so it would be the Tories who will secure our future/s , whether in the Cost of Living , or Squaring or Levelling Out peoples standard of living , changing from totally Energy Resources like Coal, Natural Gas , Wood/Peat , Water Power , Nuclear Power to Solar Power , Wind Power , Wave Power , Geothermal Power , Advanced Nuclear Power , Water Turbines etc. Then come the other Human-based Resources like Housing , whether Social Housing/Rental or Part-Ownership Housing , Upgraded Transport System , Road/
Rail Network Renewed , Business Ventures , Tel-Communications/
Computerisation , Light/
Medium Electro-Engineering Based Work-Shops Technology , and finally retraining the workforce in Modern Technology to go with the 21/22nd Centuries . MORE IMPORTANT ENSURE THAT THE HUMAN WORKFORCE ARE UP-TO-DATE WITH TECHNOLOGIES THAT THEY CAN MANAGE , EMPLOY PEOPLE TO WORK FULL OR PART TIME WITHOUT SHELFING OUT TOO ' MUCH WELFARE TO ANYBODY PRESCRIBING PEOPLE WHO MIGHT BE SLIGHTLY PHYSICALLY AND MENTALLY DISABLED TO WORK ' , AND ENCOURAGE G.P'S TO CHECK UP ON UNEMPLOYED WHO REFUSE TO COMPLY WITHOUT A FULL HEALTH M.O.T CHECK -\-\-\-\-\-\-\-\MOTTO SHOULD BE ' BACK TO WORK ' A.S.A.P. 😎😟🥲😉🤨😅 ",1,labour
266,👍  ,2,labour
267,No matter what. Every single labour leader we get will be ripped apart by the Tory voters just like corbyn was. My advice. Ignore all of it and vote wisely. Think of the last decade..what have the tories done for us? Vote wisely. I won’t be replying..this is my opinion and I won’t argue over it. 👍 ,2,labour
268,"🟦🟦🟦🟦 🔹
🟦🟦🟦🟦🟦 🔷
🔷🔹🔷🔹🔷
🟦🔹🔷🔷🔹
🔹🔷🟦🔷🔹🔹🔹
BLUE WALL IS COLL 🔷 PSING 🔷🔹🟦
Lots of gains, from the Tories, for the Lib Dems. Parliamentary By-election victories in Chesham and Amersham, North Shropshire and now Tiverton and Honiton. Local wins include Somerset Council in the South West. Lib Dems have gained HULL from Labour.
Tories are panicking and the multiple attacks in the Lib Dems in their election broadcast. And now their Chairman Oliver Dowdon has walked the plank. 🏂 54 resignations later, Johnson and Truss have gone.
🔶🧡Yes we did set the scene.🔶🧡 ",1,libdems
269,"It does not impact on any politicians life, be it Labour or Conservative. This is not immigration it is an invasion of our great country that our government has allowed for far to long, but now with an election on the horizon🤔🤔🤔 We are about to invest billions on defence, yet the political parties of this country are content to effectively leave the back door open. I suppose their is no personal investment for a politician in the UK open door policy to illegal migrants, unless they are share holders in Mercury boat engines that is. How is there share price holding up... ",1,conservatives
270,"Well that doesn't put anymore money in people's pockets. It won't help with keeping warm and fed and getting medical needs met.

Where's the real policies that will really make a difference to us all in the short term and long term? 🤔  ",0,labour
271,"The kind of radical policy that we've all been praying for (lol). Oh, hang on it's 'this year' not the year that Labour actually get in. Ah shucks 😭 ",0,labour
272,Thank you 😊  ,2,conservatives
273,Happy Mother’s Day to all the mums I know ❤️  ,2,conservatives
274,GPs not the problem it’s getting past the receptionist 😂 ,1,conservatives
275,"List what's good about the UK in 2023 compared to the 90""s... it will be a small list, face facts the UK is dying ,its expiring.
Traffic and roads broke, banks broke, benefit and welfare broke, police a joke,justice system broke, schools broke, NHS broke and don't mention immigration and asylum...a joke, why...greedy corrupt governments raping the public purse for themselves and massivly over rating their own worth and value, lets face it who apart from themselves do they value?..... nobody 🐽 ",0,conservatives
276,"Stop piling on the most vulnerable people in the world and address the actual problem - the richest and most powerful.

Can you even remember who Labour is supposed to represent?

You’re taking the wrong side!!! 🤬  ",0,labour
277,"Great, thanks ☘️🇬🇧☘️  ",2,conservatives
278,Many of the expensive Labour councils have been inherited by Conservatives 😂 best look at longterm Labour councils - their charges are much higher 😢  ,1,labour
279,"Though cowards flinch
And traitors sneer;
We’ll keep the Red flag flying here !!
✊🏻❤️ ",2,labour
280,Honestly ridiculous to separate strikers from the public. Striking people ARE the public 🤦‍♂️ they're striking because successive Conservative governments have brought our country to its knees!  ,1,conservatives
281,👍🏻👍🏻👍🏻  ,2,labour
282,Honestly this is exactly what’s happened last few years 😂  ,1,conservatives
283,At what cost did this agreement come at? All well and good showing what has been agreed but I would like to see some transparency on what has been given away for this deal to be agreed. I anticipate something ludicrous ……🤔 ,0,conservatives
284,HAPPY PASSOVER FOR ALL JEWISH ✡ AS WELL 🙌  ,2,conservatives
285,Makes sense as there isn't an election until next year 🙄 ,0,labour
286,Happy Easter 🐣 ,2,libdems
287,Labour don't asking me vote 🙄  ,0,labour
288,My council tax is £1734 living on my own. But this includes my green bin. 😂  ,0,labour
289,Jokers 🃏 🃏 bye bye bye enjoy your retirement kunts  ,0,conservatives
290,So still giving our tax money to the energy companies…. Money that should be spent on infrastructure etc 🤦‍♂️  ,0,conservatives
291,"It's more levelling down isnt it after 13 years!? People in all areas are now struggling because of Tory policy. You've finally managed to keep 1 promise (even if it is actually the opposite of what you set out to do) 🤣

#toriesout  ",1,conservatives
292,"So Jeremy Hunt believes that wage rises that are, I hasten to add sorely overdue, are bad for the economy, yet these people who allegedly run our country make ridiculous amounts of money and can not even grasp the struggles the general public in this country are currently going through! Revolution is coming thanks to your non-leadership of our country, you will not win the next general election and that is purely down to the fact you don't care about the general public, you only care about yourselves, hang your collective heads in shame! 😡  ",0,conservatives
293,This sounds like the sort of claim the Tories would make 🤔 ,1,labour
294,Are they going to wear orange boiler suits ? 😁😁😁 ,1,labour
295,"It's the end of the Conservatives
🤣🤣🤣  ",0,conservatives
296,Just need a conservative government to do it🙄  ,1,conservatives
297,So bad 👎🏽 ,0,libdems
298,What do I get my children have left home now 🤣😅🤣 ,0,conservatives
299,"Have you noticed when anyone is being investigated by the media for ""financial irregularities""
( round our way we call it stealing) they politely announce they are taking a "" leave of absence "" ( round our way we call it doing a runner) when is baroness mone coming back?🤔 asking for a few million taxpayer friends 🤣 ",1,conservatives
300,"Durrrrr explain the difference between tge G7 & G20 you lying
f🤬kwits  ",0,libdems
301,So .... how is it going 😂  ,1,conservatives
302,"Covid crashed the economy and you wanted more lockdown...tell
the truth...🤡s ",0,labour
303,Sounds pretty much like what's happening at the minute with the current government 🤔 ,1,conservatives
304,Unless you're a nurse or a Train worker 🤣  ,0,conservatives
305,If you can get passed the receptionist 😉 ,1,labour
306,Happy Passover 👍 ,2,conservatives
307,"Is true with obvious exceptions.
Our GP surgery is great,consultan
ts been on my case like a rash and saved my life,my husband is waiting for a specialist consultation and there’s no hope in sight that his appointment would happen until isn’t too late.
Currently the trend is cancer,everythi
ng else is left to the non urgent list.😞 ",0,conservatives
308,Maybe completely abolish the Met-Police... and replace the lot of them with a force from up North? 😉 ,1,labour
309,♥️🙏☮️  ,2,labour
310,"I love the idea that he's planning giving success, direction!!!! Presumably to the poor house ASAP when they cripple the country again with an increase in Taxation and the subsequent Inflation. No I don't vote Labour 🙃😳🙃 ",0,conservatives
311,👍  ,2,conservatives
312,"Let’s get a new tool 🤷 millions wasted to find it doesn’t work and some MP family member CEO of the provider. We already have a brilliant tool called the Police but the CPS, lack of funding and strategies the problems. Degree to be a policeman what is that all about 🤷  ",0,conservatives
313,Why are Labour doing this??Better to increase awareness of alcoholism & support people to reduce their alcohol for their health & to reduce strain on the NHS 🙏 nameste  ,0,labour
314,☘️ Wishing a very happy #StPatricksDay to everyone celebrating across the UK and around the world!  ,2,conservatives
315,"Great so we give them more money, and they don’t do anything.. again as last time.. we gave them money … come on I voted you for years now .. no hospitals, not enough schools building houses every where there are no doctors surgeries infrastructure…
for the increase in population when are you going to learn…I thought you were intelligent people running the country 🤷 and the cost of living… what are you going to do about that?  ",0,conservatives
316,By rejoining the EU. 👍 ,1,labour
317,"Amazing maths. Jeez if you can’t even get that right, God help the economy if you ever got into power. (It totals £3,480) 🙄  ",0,labour
318,"If you’re not careful you will lose the next election unfortunately because of Sadiq Khans affiliation with expanding ULEZ and other cities imposing limit freedom on roads all over UK. You had the next election until you’re councillors and MPs did this. RIP . All religions , colour , creed and genders are passionate and angry at these un democratic policies . Labour has read this one wrong . It will be a disaster for us 🥲  ",0,labour
319,Question we’re are they going to get all these trainees from ? 🤔🤔🤔 ,0,labour
320,What a load of fake 💩 you lib dumbs dribble  ,0,libdems
321,"End of Tories soon…It’s time to finish this ultimate dirty, corrupt, sleazy, racist, misleading, dodgy crime syndicate which has been destroying UK for past 13 years. It’s clear that this draconian regime should not be allowed just one more day..#ToriesOutNow 😡😡😡  ",0,conservatives
322,"How can Labour say this is the Conservatives? Surely the cost of living crisis is born from Covid 19 and the invasion of Ukraine??
Labour take full advantage of their low class / low educated majority voters 😡 It’s the Labour Party who are pulling the wool over their own voters 🙄 ",0,labour
323,"When the debate is lost, slander becomes the tool of the loser.

It's pretty apparent the Tories are out of steam at this point. The next election can't come soon enough. 👌🏻  ",0,conservatives
324,No way in hell should this slimy man be PM 🙄 ,0,labour
325,Happy Tamil New Year x 💖 ,2,labour
326,Still good for street art though right 😊👍 ,2,conservatives
327,"That’s nice, but then you want to Increase the State Pension Age 🤷 ",1,conservatives
328,First time for everything 😂 What a gimmick whilst the Government has already been saving households thousands £s. You can’t take what’s not there - most of profit is abroad which we can’t tax. ,1,labour
329,LOL. What you meant to say was “our priorities are your priorities” 😉😉  ,1,conservatives
330,"🔶🟡 Lib Dems have made a flying start
to 2023 in council by-elections.
🟡 Between January and March we scored an impressive 6 by-election gains - and increased our vote share across all wards contested by 6.4%. That's the biggest vote share rise of any party - and by some margin too!
🟡 In total 38 principal council by-elections were contested in the first quarter of 2023. The Lib Dems are net up by 5 seats, while the Conservatives are down by 9 councillors.

This continues the By election gains of the Lib Dem’s over the last three years.

https://
imgflip.com/i/
7hgw20

Liberal Democrats Working For You ",2,libdems
331,Signed 👏🏼 this decision is a disgrace ,0,labour
332,When are labour introducing pay per mile with tfl? 😉 ,1,labour
333,Game changer 🙌 actually something for working parents 👏 ,2,conservatives
334,So what percentage of recipients of this tax break Are doctors 🤔?? ,1,conservatives
335,as i said before he's conserveatives best assess 👍🇬🇧 ,2,conservatives
336,"Stop Bragging Labour your going to paint the country Red anyway, I'm voting Labour 🗳 😉 💪 ",2,labour
337,Great stuff all you have to do is show me a detailed plan of how labour plan to achieve this (complete with facts and figures) and you have my vote 👍  ,2,labour
338,Love these huge alliances between independent nations 👌  ,2,conservatives
339,😂  ,0,conservatives
340,Thanks for the reminder! I’ll get that sorted and not vote Tory 👍🏻  ,2,conservatives
341,Great news 👏 ,2,conservatives
342,"Trying to look tough on the global stage but being weak & totally useless on the domestic stage 🙄, Wallace, get a grip on this country first 🤬  ",0,conservatives
343,Happy Easter 🐣 to you too. ,2,conservatives
344,Hilarious advert from Labour 🤣🤣 ,0,labour
345,And we are the brink of smashung the all time employment record! Well done Rishi and Co. 🙂 ,2,conservatives
346,"Its not that these are bad ideas...
Unworkable, possibly, but not terrible ideas...

Its more that, they aren't really getting to the roots of problems. They are superficial sticking plasters designed for little more than splashing across Social Media and sending out in emails to create the illusion that (after 13yrs of aggravating problems) you are taking action.
They are shiny, glittery distractions with no substance 🤷🏻‍♀️ ",0,conservatives
347,Is that first guy Mike 'The Gapes of Wrath' Gapes? 😂 ,1,labour
348,"Safe streets, can the Labour Party Councils sort the pot hole's and maintenance of the roads 😀
Westminster Council,
Labour Run,
have awarded themselves a 45% pay rise........
Aspiration is rewarded  ",1,labour
349,Lots of budding MP’s out there. 🤔  ,2,conservatives
350,Smoke and mirrors - only a conservative politician could turn inflation rates of 2.040% (July 21) into an inflation rate of 11.52% (October 22) and then claim some kind of moral high ground by pledging to halve the current rate!! #unbelievable 🤬  ,0,conservatives
351,My GP surgery are fantastic. Long wait for appointments (around 2weeks) but if you know you have regular ones it’s fine. Labour are actively involved in these strikes because they think it gives them extra votes for the election 😡 ,0,conservatives
352,😘  ,2,conservatives
353,"All mainstream political parties are out of touch with the normal person , as well as out of ideas. Personally I cant see any positives from any of them being in power. Come election day it will be a case of close my eyes and randomly picking a party 🤔 ",0,conservatives
354,I see Kier Starmer is the pot calling the kettle black! Unbelievable after he blocked the prosecution of the Rochdale child groomers!! Does he think weve all forgotten about it??🤔  ,0,conservatives
355,"What a load of lies. I'm a pensioner l manage to pay my bills eat and heat my home and save.  0

That's Labour wholly dishonest liars 🤬🤬🤬 ",0,labour
356,It is not the non dom tax that need to stop its the tax loopholes that allowe the meger rich to not pay any tax .this sadly includes the royal famaly. We need a level plalying field. The non doms can go to nother country and still live in the UK for 180 days with out paying tax. Abolish the trust funds.🤐  ,0,labour
357,Happy Easter 🐰🐣🐤🐥 ,2,libdems
358,Why doesn't it say that on the Easter egg boxes? 🤔 ,1,conservatives
359,Weird how all the women PMs have been dragged kicking and screaming from office and a party full of misogynists 🤦‍♂️😂 ,0,conservatives
360,"Broken UK, Jeremy Hunt telling everyone we need to raise taxes for inflation yet all MPs have 2.9 %pay rise .......practice
what you preach or are you all going to give that to charity....nurs
es perhaps as you don't want to speak with them at all ......utter disgrace topping of the feeders for the snouts to dive in yet again ........while the working people that employ you gets bent over the desk ....furl prices through the roof blame it ukraine....hey bp and shell where shall we spend our billions of profit ......utter state of the UK is embarrassing top job done ✔️....6million a day on hotels for the invaders entering uk illegally yet our own pensioners and needy are sat suffering you need to wake up and smell the coffee ..or perhaps Rishi is trying to avert his father in laws and wife tax problems.......
! ",0,conservatives
361,"After 13 years of Tory onslaught on working class people, of increasing corruption, tax evasion, greed and grinding poverty, this is what Labour propose! Shouldn’t Labour be much stronger, bolder and ambitious! Shouldn’t they want the fair and just redistribution of wealth, and to build a better society? I think people will feel that voting is a waste of time, given that they won’t feel Labour have much interest in them, if they have so little to offer… ☹️😥☹️😥☹️  ",0,labour
362,They don't need to stop the small boats as Mr sunak is going to do that before the end of the year dah 🤔 ,0,conservatives
363,Thank you ✝️💛  ,2,libdems
364,We don't need clean power but we could do with clean politicians 🤔 ,0,labour
365,The agreements achieves: Kinda sounds a lot like we had when we were in the EU... 🤣😂  ,1,conservatives
366,Great! 👏 ,2,labour
367,And stop them refusing to appear in Court Room from their Cells. Add another 5-10 years if they refuse. 😡  ,0,labour
368,"From one mum to another...Happy
Mother's Day and sending positive vibes 💗  ",2,conservatives
369,"I have to admit, you do have a sense of humour 😃 ",1,conservatives
370,It’s a criticism of the government not the NHS as they decide were our taxes are spent . Tory government is responsible 🤔  ,0,labour
371,I am British from Tenerife with no passport OOO but l get a boat from Calais no problem 👍and accommodation 🍾🍾🍾🍾🍾👍 Tories have had 11 year to get this sorted out ,1,conservatives
372,"Hearing kier's plans for a national bank is very exciting, i do think that labour can build our country's future, the national bank idea 🤔 i think kier said the money would be for projects around the country and green projects,I'd go further and create a retail bank for the British people for the nation owned by the nation just for people's wages to go into so to prevent the corporate banks ever putting our financial system in jeopardy again with greedy gambles that the tax payer is still paying for today, i think a national bank can operate along side corporate banks and a capitalist system obviously not everyone will want to bank there if if that type of bank was created people would have a choice because of savings will be better in the private sector but those that would put their money into a new styled national bank would know that if they did bank with a new national bank like i described Thier wages at least would be safe and fire walled and not just up to 50.000 but all the way up to Thier total amount which actually would be great for wealthy people as well, then when the banks get greedy again people's wages and pensions and wealth would be safe and we wouldn't need to bailout the hedge funds next time, obviously in the case of another banking crisis forbid the government would have to bailout the big banks because of our financial system but people's wages wouldn't be on the line if we had a national bank separate from corporate banking (a fail safe) 😌 just my idea.  ",1,labour
373,Wouldn't trust you to deliver a pizza 🤷‍♂️ ,0,conservatives
374,But is that money going into the supermarket and investors and not the farmers ?🤔 that deserve the funding the most. ,1,conservatives
375,"I like how everyone usually absolutely despises us til its any of our days, they share an image like this then carry on 😒  ",0,labour
376,"thanks to Brexit the UK will be the ultimate rule taker for decades to come, being dictated to by the EU without any input in the decision making process 🤣  ",0,conservatives
377,Look Under Passport.☎️  ,1,conservatives
378,"Sunaks effective tax rate is just 22%. News sneaked out in the shadow of partygate and (still) Brexit.

🤬  ",0,conservatives
